BBL,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Gov't Rent Subsidies Income,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES
1015840009,"$338,434",$0,"$338,434",$0,$0,$0,"$338,434","$176,632"
3046670046,"$338,433",$0,"$338,433",$0,$0,$0,"$338,433","$151,145"
1014670005,"$338,381","$1,071,540","$1,409,921",$0,"$400,720",$0,"$1,892,859","$277,977"
3017560070,"$338,154",$0,"$338,154",$0,$0,$0,"$366,617","$216,633"
2030690067,"$338,120",$0,"$338,120",$0,$0,$0,"$338,120","$174,469"
1007790027,"$337,992","$3,488,616","$3,826,608",$0,$0,$0,"$4,069,173","$4,001,839"
4005920003,"$337,989",$0,"$337,989",$0,$0,$0,"$337,989","$136,782"
3014030022,"$337,950",$0,"$337,950",$0,$0,"$13,452","$351,694","$155,657"
3007490035,"$337,848","$100,200","$438,048",$0,$0,"$96,560","$534,608","$343,109"
2040020041,"$337,840",$0,"$337,840","$31,259","$35,596",$0,"$404,696","$273,824"
1019010019,"$337,839",$0,"$337,839",$0,"$91,065",$0,"$432,403","$144,518"
2030910095,"$337,827",$0,"$337,827",$0,$0,$0,"$337,827","$163,601"
2030750027,"$337,773","$10,834","$348,607",$0,$0,$0,"$366,741","$122,151"
4015160055,"$337,666",$0,"$337,666",$0,$0,$0,"$337,666","$103,028"
2027030014,"$337,620",$0,"$337,620","$87,348",$0,$0,"$424,968","$195,098"
1021580067,"$337,618","$55,575","$393,193",$0,$0,"$7,630","$401,440","$197,118"
3051520025,"$337,589",$0,"$337,589",$0,$0,$0,"$337,589","$186,157"
1021180043,"$337,479","$131,284","$468,763",$0,"$65,055",$0,"$533,867","$283,611"
1010540036,"$337,479","$802,073","$1,139,552",$0,"$155,593",$0,"$1,323,816","$438,589"
2026810026,"$337,457",$0,"$337,457",$0,$0,$0,"$337,457","$115,793"
1012030038,"$337,445",$0,"$337,445",$0,$0,$0,"$337,445","$211,552"
4014680028,"$337,362","$22,740","$360,102",$0,$0,"$2,465","$365,580","$138,842"
1018740025,"$337,270",$0,"$337,270",$0,$0,$0,"$340,010","$207,109"
3053630003,"$337,218",$0,"$337,218",$0,$0,$0,"$338,219","$146,179"
2050560071,"$336,919",$0,"$336,919",$0,$0,$0,"$337,639","$177,293"
4006320024,"$336,480",$0,"$336,480",$0,$0,$0,"$336,480","$103,765"
4006760074,"$336,340",$0,"$336,340",$0,$0,$0,"$336,340","$105,229"
3058610053,"$336,290",$0,"$336,290",$0,$0,"$6,051","$342,341","$143,204"
1022340047,"$336,269",$0,"$336,269",$0,$0,$0,"$336,269","$155,835"
3011760042,"$336,214","$364,232","$700,446",$0,$0,$0,"$700,446","$338,940"
2049940041,"$336,124","$110,368","$446,492","$42,400",$0,"$2,975","$491,867","$242,333"
2033180158,"$336,100","$41,747","$377,847",$0,$0,$0,"$377,847","$213,115"
3051870027,"$336,040",$0,"$336,040",$0,$0,$0,"$336,040","$245,370"
2032870016,"$335,981",$0,"$335,981",$0,$0,$0,"$335,981","$199,830"
3050540019,"$335,919",$0,"$335,919",$0,$0,$0,"$335,919","$201,711"
1016280048,"$335,876",$0,"$335,876",$0,$0,$0,"$335,876","$143,930"
2028740134,"$335,834",$0,"$335,834",$0,$0,$0,"$353,347","$337,632"
2028720205,"$335,834",$0,"$335,834",$0,"$32,284",$0,"$386,799","$360,139"
3014390004,"$335,579",$0,"$335,579",$0,$0,$0,"$335,579","$213,252"
1006060019,"$335,523","$506,133","$841,656",$0,"$199,720",$0,"$1,070,478","$290,203"
2038990028,"$335,401",$0,"$335,401",$0,$0,$0,"$335,401","$157,224"
3047170057,"$335,118",$0,"$335,118",$0,$0,$0,"$335,118","$162,292"
4096830017,"$334,961","$40,800","$375,761",$0,$0,$0,"$375,761","$155,891"
1004070029,"$334,948","$96,393","$431,341",$0,"$343,420",$0,"$904,215","$252,020"
2028790100,"$334,857",$0,"$334,857","$176,638",$0,$0,"$543,130","$238,238"
1021270058,"$334,804","$253,103","$587,907",$0,$0,$0,"$589,800","$256,449"
3065530038,"$334,747",$0,"$334,747",$0,$0,$0,"$334,747","$148,387"
4006230031,"$334,645","$63,700","$398,345",$0,$0,"$8,334","$406,679","$99,611"
3013830064,"$334,476",$0,"$334,476",$0,$0,$0,"$334,476","$155,067"
1020760013,"$334,414",$0,"$334,414",$0,$0,$0,"$343,750","$125,977"
3059170049,"$334,411",$0,"$334,411",$0,$0,$0,"$334,411","$162,073"
2031660066,"$334,364",$0,"$334,364",$0,"$279,617",$0,"$654,803","$282,735"
2033770051,"$334,338",$0,"$334,338",$0,$0,$0,"$334,338","$217,351"
2033770050,"$334,338",$0,"$334,338",$0,$0,$0,"$334,338","$217,351"
3046200035,"$334,268",$0,"$334,268",$0,"$68,568",$0,"$428,548","$240,201"
3051200049,"$333,821","$15,300","$349,121",$0,$0,$0,"$349,370","$107,632"
3012680011,"$333,607",$0,"$333,607",$0,$0,$0,"$333,607","$177,502"
2028890015,"$333,565",$0,"$333,565",$0,$0,$0,"$333,565","$203,302"
4006300028,"$333,424",$0,"$333,424",$0,$0,$0,"$333,424","$141,281"
1018620064,"$333,351",$0,"$333,351",$0,"$157,146",$0,"$498,155","$169,622"
4001690015,"$333,290",$0,"$333,290",$0,$0,$0,"$333,290","$65,701"
1004710052,"$333,235","$317,489","$650,724",$0,"$480,107",$0,"$1,258,867","$447,328"
3018300042,"$333,190","$31,200","$364,390",$0,$0,$0,"$364,390","$136,800"
2031820058,"$333,058",$0,"$333,058",$0,$0,"$14,830","$347,888","$221,571"
1021270056,"$332,994",$0,"$332,994",$0,$0,$0,"$332,994","$85,014"
3050330067,"$332,694",$0,"$332,694",$0,$0,$0,"$332,694","$141,219"
2031670060,"$332,636",$0,"$332,636",$0,"$56,575","$30,276","$420,986","$341,174"
1018750029,"$332,519","$612,517","$945,036",$0,"$427,485",$0,"$1,472,494","$552,982"
3048680046,"$332,514",$0,"$332,514","$99,784",$0,$0,"$432,298","$232,406"
1006200038,"$332,421","$43,696","$376,117",$0,$0,$0,"$376,117","$122,597"
3039290061,"$332,258",$0,"$332,258",$0,$0,$0,"$364,764","$172,666"
2032870050,"$332,209","$27,340","$359,549",$0,$0,$0,"$364,545","$227,370"
1012160039,"$332,007","$1,415,399","$1,747,406",$0,$0,$0,"$1,760,089","$502,706"
4008910030,"$332,000",$0,"$332,000",$0,"$96,000",$0,"$428,000","$224,007"
1020800001,"$331,993","$384,355","$716,348",$0,"$528,531",$0,"$1,333,557","$1,902,599"
1020800001,"$331,993","$384,355","$716,348",$0,"$528,531",$0,"$1,333,557","$1,902,599"
1017530011,"$331,866","$149,374","$481,240",$0,$0,$0,"$480,923","$222,288"
1020540035,"$331,771",$0,"$331,771",$0,$0,$378,"$332,149","$175,571"
4001340039,"$331,700","$291,246","$622,946",$0,$0,$0,"$622,946","$254,364"
1021730021,"$331,640",$0,"$331,640",$0,$0,"$29,034","$360,674","$214,092"
3054800008,"$331,639",$0,"$331,639",$0,"$75,268",$0,"$431,723","$158,939"
3066290001,"$331,546",$0,"$331,546",$0,$0,$0,"$331,546","$173,146"
1021280012,"$331,199",$0,"$331,199",$0,$0,$0,"$331,199","$185,743"
4098840032,"$331,190","$700,495","$1,031,685",$0,$0,$904,"$1,124,055","$346,236"
1017860042,"$331,172","$169,075","$500,247",$0,"$35,216",$0,"$535,463","$288,066"
3057310064,"$331,089","$107,169","$438,258",$0,$0,$0,"$438,258","$257,895"
1020860036,"$330,898","$330,901","$661,799",$0,"$366,005","$27,782","$1,097,181","$511,492"
3053690077,"$330,792",$0,"$330,792",$0,$0,$0,"$330,792","$207,947"
1014520051,"$330,722",$0,"$330,722",$0,"$317,061",$0,"$647,783","$60,008"
4005890054,"$330,708",$0,"$330,708",$0,"$51,568",$0,"$382,276","$87,500"
1019530033,"$330,609",$0,"$330,609",$0,"$167,664","$8,696","$510,866","$330,011"
3066830057,"$330,572",$0,"$330,572",$0,$0,$0,"$330,572","$98,595"
3030400004,"$330,544",$0,"$330,544",$0,$0,$0,"$330,544","$87,211"
2026770070,"$330,404",$0,"$330,404","$286,549",$0,$0,"$619,953","$530,327"
1016230035,"$330,216",$0,"$330,216",$0,"$24,000",$0,"$354,216","$235,151"
4027340001,"$330,202","$216,655","$546,857",$0,$0,$0,"$600,561","$157,580"
2028760163,"$330,133",$0,"$330,133",$0,$0,$0,"$330,133","$200,198"
1011500048,"$330,009","$2,163,678","$2,493,687","$435,600",$0,$0,"$2,933,887","$897,968"
1015110084,"$329,853",$0,"$329,853",$0,$0,$0,"$329,853","$76,305"
2026150029,"$329,783","$28,251","$358,034",$0,$0,$0,"$358,034","$280,765"
2032870066,"$329,756",$0,"$329,756",$0,$0,$0,"$329,756","$168,708"
2023810049,"$329,750",$0,"$329,750",$0,"$56,790",$0,"$386,540","$249,825"
1005270069,"$329,725","$346,771","$676,496",$0,"$268,599",$0,"$979,593","$250,101"
4022360062,"$329,607",$0,"$329,607",$0,$0,$0,"$329,607","$53,449"
3051460076,"$329,564","$52,470","$382,034",$0,$0,$0,"$391,534","$227,059"
3051460076,"$329,564","$52,470","$382,034",$0,$0,$0,"$391,534","$227,059"
3021820023,"$329,514",$0,"$329,514",$0,$0,$0,"$329,514","$161,329"
1005250007,"$329,159","$1,992,787","$2,321,946",$0,"$97,680",$0,"$2,424,543","$695,315"
1005250007,"$329,159","$1,992,787","$2,321,946",$0,"$97,680",$0,"$2,424,543","$695,315"
3011730082,"$329,110",$0,"$329,110",$0,$0,$0,"$329,110","$141,157"
1022300029,"$329,017",$0,"$329,017",$0,$0,$0,"$329,117","$133,380"
3011920018,"$328,968","$316,503","$645,471",$0,$0,$0,"$645,711",$0
4008060029,"$328,888","$367,125","$696,013",$0,"$225,930",$0,"$921,943","$505,313"
2038080001,"$328,696",$0,"$328,696",$0,$0,$0,"$330,028","$156,490"
1017210045,"$328,473","$136,477","$464,950",$0,$0,$783,"$468,928","$414,495"
3011050063,"$328,295",$0,"$328,295",$0,$0,$0,"$328,295","$206,939"
1021530055,"$328,204",$0,"$328,204",$0,$0,$0,"$328,204","$172,805"
1004940005,"$328,203",$0,"$328,203",$0,"$128,501",$0,"$456,704","$160,566"
1010530046,"$327,707","$901,176","$1,228,883",$0,$0,"$17,752","$1,265,217","$544,995"
4005660038,"$327,680",$0,"$327,680",$0,"$37,234",$0,"$364,914","$143,009"
1005720072,"$327,645",$0,"$327,645",$0,"$152,681",$0,"$504,049","$111,080"
1013600130,"$327,641","$148,641","$476,282",$0,$0,$0,"$476,282","$431,573"
2033470038,"$327,585",$0,"$327,585",$0,$0,"$50,577","$379,865","$214,648"
2030670024,"$327,513",$0,"$327,513",$0,$0,$0,"$327,513","$202,778"
2027650198,"$327,311",$0,"$327,311",$0,"$17,557",$0,"$344,868","$273,943"
2027650198,"$327,311",$0,"$327,311",$0,"$17,557",$0,"$344,868","$273,943"
1021680063,"$327,293",$0,"$327,293",$0,$0,$0,"$327,293","$170,218"
3027381001,"$327,214",$0,"$327,214","$176,144","$11,500",$0,"$514,858","$107,347"
3013050018,"$327,148",$0,"$327,148",$0,$0,$0,"$327,148","$232,242"
2025240018,"$327,098",$0,"$327,098",$0,$0,$0,"$327,098","$301,547"
3004360020,"$326,958","$197,225","$524,183",$0,$0,$0,"$524,183","$113,895"
3051300019,"$326,879",$0,"$326,879",$0,$0,$0,"$326,879","$179,953"
4132760012,"$326,757",$0,"$326,757",$0,$0,$0,"$345,642","$110,805"
5007520001,"$326,642",$0,"$326,642",$0,"$89,579","$1,351,526","$1,790,138","$885,026"
4000550013,"$326,536","$489,804","$816,340",$0,$0,$0,"$816,340","$329,931"
4092650038,"$326,520","$158,325","$484,845",$0,$0,$0,"$484,845","$160,526"
1010780049,"$326,440","$30,588","$357,028",$0,$0,$0,"$357,028","$173,567"
3021460023,"$326,409",$0,"$326,409",$0,$0,"$1,931","$361,340","$162,292"
2040520033,"$326,306",$0,"$326,306",$0,$0,$0,"$326,306","$180,184"
3067010068,"$326,293",$0,"$326,293",$0,$0,$0,"$326,293","$144,846"
1015620023,"$326,212",$0,"$326,212",$0,$0,$0,"$326,212","$67,675"
2030540023,"$326,129",$0,"$326,129",$0,"$19,000",$0,"$345,150","$152,642"
1002850011,"$326,024","$87,000","$413,024",$0,$0,$0,"$413,024","$196,481"
1016800023,"$325,962",$0,"$325,962",$0,"$156,415",$0,"$516,105","$442,776"
3011160063,"$325,911",$0,"$325,911","$190,389",$0,$0,"$516,300","$86,980"
4050460040,"$325,849","$816,403","$1,142,252",$0,$0,"$64,558","$1,230,952","$512,192"
2030260001,"$325,821",$0,"$325,821",$0,$0,$0,"$325,821","$180,737"
4006730034,"$325,764","$393,558","$719,322",$0,$0,$0,"$727,102","$161,547"
3003510007,"$325,720",$0,"$325,720",$0,$0,$0,"$325,820","$136,805"
2028300030,"$325,660",$0,"$325,660",$0,$0,"$10,428","$337,203","$160,932"
1014680047,"$325,642","$744,463","$1,070,105",$0,"$246,894",$0,"$1,339,020","$419,975"
2025360005,"$325,348",$0,"$325,348",$0,$0,$0,"$325,348","$188,052"
1021270041,"$325,166","$41,000","$366,166",$0,$0,$0,"$366,393","$197,021"
1021260036,"$325,089",$0,"$325,089",$0,$0,$0,"$325,089","$242,981"
3025580055,"$324,760",$0,"$324,760",$0,$0,$0,"$324,760","$226,485"
1006300001,"$324,719",$0,"$324,719",$0,"$246,858",$0,"$571,577","$149,029"
2028320026,"$324,660",$0,"$324,660",$0,$0,$0,"$324,660","$191,810"
1003930055,"$324,324","$571,080","$895,404",$0,$0,$0,"$895,404","$316,318"
3013970032,"$324,324",$0,"$324,324",$0,$0,$0,"$324,324","$245,086"
3058910011,"$324,211",$0,"$324,211",$0,"$48,810",$0,"$373,165","$159,517"
3060840001,"$324,118",$0,"$324,118",$0,$0,$0,"$324,118","$185,209"
4016310041,"$323,977","$226,920","$550,897",$0,$0,$0,"$550,897","$195,607"
1021610100,"$323,870",$0,"$323,870",$0,$0,"$83,982","$407,852","$220,364"
4046620033,"$323,860",$0,"$323,860",$0,"$24,790",$0,"$348,650","$165,529"
1020020075,"$323,848",$0,"$323,848",$0,$0,$0,"$323,848","$177,688"
3061380047,"$323,671",$0,"$323,671",$0,$0,$0,"$323,671","$130,243"
1013090039,"$323,659","$286,558","$610,217",$0,"$705,962",$0,"$1,352,529","$321,768"
3006840022,"$323,641",$0,"$323,641",$0,$0,"$1,753","$326,663","$249,837"
4030930055,"$323,609","$295,092","$618,701",$0,$0,$0,"$677,616","$374,258"
2023730023,"$323,592",$0,"$323,592",$0,"$205,555","$102,791","$689,249","$329,608"
3058820075,"$323,584",$0,"$323,584",$0,$0,$0,"$323,584","$177,727"
1021670075,"$323,563",$0,"$323,563",$0,"$56,000",$0,"$379,563","$234,956"
1014700026,"$323,496","$408,441","$731,937",$0,"$148,566",$0,"$927,745","$300,713"
3012800044,"$323,200",$0,"$323,200",$0,$0,$0,"$323,200","$114,999"
3052250066,"$323,149",$0,"$323,149",$0,$0,$0,"$323,802","$131,159"
1016300053,"$322,739",$0,"$322,739",$0,"$215,159",$0,"$537,898","$255,451"
3040530001,"$322,724",$0,"$322,724",$0,"$45,812",$0,"$388,510","$167,700"
1018910029,"$322,625",$0,"$322,625",$0,$0,$0,"$322,625","$122,091"
2050390035,"$322,595",$0,"$322,595",$0,"$8,510",$0,"$331,105","$234,288"
3022760028,"$322,556",$0,"$322,556",$0,$0,$0,"$338,689","$47,669"
2030910035,"$322,529",$0,"$322,529",$0,$0,$0,"$323,045","$144,539"
4007010003,"$322,516","$43,800","$366,316",$0,"$72,000",$0,"$465,868","$207,260"
3067070033,"$322,298",$0,"$322,298",$0,$0,$0,"$322,298","$107,948"
1011640013,"$322,216","$252,277","$574,493",$0,"$287,583",$0,"$869,814","$294,829"
3018270023,"$322,184",$0,"$322,184",$0,$0,$0,"$322,184","$255,652"
1021270051,"$322,176",$0,"$322,176",$0,"$78,247","$34,283","$434,706","$186,340"
1011850083,"$322,157","$5,420,799","$5,742,956",$0,$0,$0,"$5,804,543","$3,157,620"
4022840051,"$322,013",$0,"$322,013",$0,$0,$0,"$326,281","$161,653"
4014830008,"$321,967",$0,"$321,967",$0,"$189,281",$0,"$511,248","$138,640"
4006890044,"$321,942",$0,"$321,942",$0,$0,$0,"$321,942","$85,507"
1021770003,"$321,918","$75,144","$397,062",$0,$0,$0,"$397,062","$747,082"
1021620027,"$321,664",$0,"$321,664",$0,$0,"$41,996","$399,094","$274,123"
1021620029,"$321,664",$0,"$321,664",$0,$0,"$41,996","$399,094","$274,123"
3044710109,"$321,650",$0,"$321,650",$0,$0,"$71,853","$401,733","$211,290"
1021360045,"$321,514",$0,"$321,514",$0,$0,$0,"$330,537","$408,323"
3052370038,"$321,439",$0,"$321,439",$0,$0,$0,"$321,439","$154,477"
1011640047,"$321,078","$3,970,614","$4,291,692",$0,"$395,155",$0,"$4,698,525","$3,309,298"
1008790070,"$321,047","$1,601,845","$1,922,892",$0,$0,$0,"$1,935,362","$613,029"
3034350028,"$321,022",$0,"$321,022",$0,$0,$0,"$321,022","$54,754"
2030480009,"$320,907",$0,"$320,907",$0,$0,"$93,095","$414,002","$247,088"
4013070018,"$320,676","$62,960","$383,636",$0,$0,$0,"$383,636","$50,827"
3032310001,"$320,616",$0,"$320,616",$0,$0,"$1,034,561","$1,393,956","$566,291"
3075561001,"$320,563",$0,"$320,563","$43,015",$0,$0,"$394,482","$85,140"
3051360059,"$320,546",$0,"$320,546",$0,$0,$0,"$320,546","$175,965"
3046230060,"$320,446",$0,"$320,446",$0,$0,$0,"$320,446","$175,274"
3013610001,"$320,276",$0,"$320,276",$0,"$46,388",$0,"$367,943","$176,866"
3018050044,"$320,252",$0,"$320,252",$0,$0,$0,"$320,252","$143,995"
4096780155,"$320,233",$0,"$320,233",$0,$0,$0,"$320,233","$118,642"
3051010067,"$320,086",$0,"$320,086",$0,$0,$0,"$320,086","$388,453"
3013800001,"$319,965",$0,"$319,965",$0,"$75,107",$0,"$395,072","$158,052"
4005460029,"$319,956",$0,"$319,956",$0,$0,$0,"$319,956","$132,855"
1014730042,"$319,922",$0,"$319,922",$0,$0,$0,"$319,922","$105,080"
3016570019,"$319,907",$0,"$319,907",$0,$0,$0,"$319,907","$159,542"
1004890012,"$319,899","$332,957","$652,856",$0,"$41,879",$0,"$712,154","$126,935"
2040490035,"$319,869",$0,"$319,869",$0,"$91,963",$0,"$445,515","$262,968"
2028120003,"$319,716",$0,"$319,716",$0,$0,$0,"$319,716","$223,510"
1021560025,"$319,583",$0,"$319,583",$0,$0,"$7,757","$329,070","$183,314"
1014350015,"$319,547",$0,"$319,547",$0,$0,$0,"$322,879","$218,974"
2031710044,"$319,508",$0,"$319,508",$0,$0,$0,"$319,508","$149,597"
2030790022,"$319,475",$0,"$319,475",$0,$0,"$257,698","$578,210","$224,902"
1006200074,"$319,431","$484,585","$804,016",$0,$0,$0,"$804,016","$252,785"
4012860027,"$319,303",$0,"$319,303",$0,$0,$0,"$319,303","$124,935"
3067770012,"$319,074",$0,"$319,074",$0,$0,$0,"$319,074","$126,641"
1020990025,"$318,954","$98,900","$417,854",$0,$0,$0,"$404,021","$208,545"
4013080031,"$318,607",$0,"$318,607",$0,$0,$0,"$318,607",$0
3002580136,"$318,314",$0,"$318,314",$0,$0,$0,"$318,613","$54,151"
1015110008,"$318,257","$1,653,469","$1,971,726","$268,532",$0,$0,"$2,243,334","$850,391"
3013690060,"$318,175",$0,"$318,175",$0,$0,$0,"$318,175","$163,301"
1005640004,"$317,868","$1,008,046","$1,325,914",$0,"$386,554",$0,"$1,792,278","$553,431"
1006170034,"$317,688","$30,013","$347,701",$0,"$115,110",$0,"$462,811","$98,811"
1016320042,"$317,620",$0,"$317,620",$0,$0,$0,"$317,620","$252,330"
2030800019,"$317,480",$0,"$317,480",$0,"$30,600",$0,"$348,080","$184,328"
1022270001,"$317,215","$99,350","$416,565",$0,"$386,011","$66,855","$939,049","$637,313"
2030700005,"$317,208",$0,"$317,208",$0,$0,$0,"$317,208","$229,260"
3036600005,"$317,092",$0,"$317,092",$0,$0,$0,"$341,181","$137,983"
3058550025,"$316,750",$0,"$316,750",$0,$0,$0,"$316,750","$134,454"
1007910078,"$316,699","$2,400,097","$2,716,796",$0,"$54,801",$0,"$2,780,672","$590,653"
3013930047,"$316,689",$0,"$316,689",$0,$0,$0,"$316,689","$168,697"
3051660032,"$316,555",$0,"$316,555",$0,$0,"$13,932","$332,471","$99,945"
2027910018,"$316,521",$0,"$316,521",$0,$0,$0,"$316,521","$165,859"
1019280036,"$316,269",$0,"$316,269",$0,"$59,400",$0,"$380,365","$283,852"
3011520078,"$316,246","$272,622","$588,868",$0,$0,$0,"$607,289","$141,200"
3050530033,"$316,198",$0,"$316,198","$17,820",$0,$0,"$334,985","$179,831"
3037580023,"$316,187",$0,"$316,187",$0,$0,$0,"$316,187","$140,979"
2041070017,"$316,174",$0,"$316,174",$0,$0,"$41,831","$359,012","$121,647"
1005720069,"$316,153","$53,025","$369,178",$0,"$66,000",$0,"$435,178","$107,926"
2031730027,"$316,007",$0,"$316,007",$0,$0,$0,"$316,007","$188,125"
3059510036,"$315,972",$0,"$315,972",$0,$0,$0,"$315,972","$80,160"
1004920001,"$315,954",$0,"$315,954",$0,"$54,384",$0,"$370,338","$202,400"
2031020013,"$315,916",$0,"$315,916",$0,$0,$0,"$315,916","$208,967"
4005140014,"$315,910",$0,"$315,910",$0,$0,$0,"$315,910","$186,654"
4005140010,"$315,910",$0,"$315,910",$0,$0,$0,"$315,910","$186,654"
2028050051,"$315,834",$0,"$315,834",$0,$0,$0,"$315,834","$95,069"
2032240017,"$315,587","$119,125","$434,712",$0,$0,$0,"$434,712","$194,595"
2030870023,"$315,516",$0,"$315,516",$0,$0,"$6,916","$323,082","$161,287"
1015040058,"$315,432",$0,"$315,432",$0,$0,$0,"$315,432","$100,378"
3059130008,"$315,235","$5,070","$320,305",$0,"$81,600",$0,"$430,220","$187,889"
3009220008,"$315,224","$78,675","$393,899",$0,$0,$0,"$394,140","$182,216"
1021770160,"$315,152","$83,881","$399,033",$0,$0,$0,"$399,941","$200,497"
3012820032,"$315,122",$0,"$315,122",$0,$0,$0,"$315,122","$146,399"
1016430068,"$315,121","$22,400","$337,521",$0,"$65,968",$0,"$407,898","$234,892"
3036120011,"$315,095",$0,"$315,095",$0,$0,$0,"$315,095","$128,634"
1020710021,"$314,990","$200,047","$515,037",$0,$0,$0,"$515,577","$516,055"
1003760009,"$314,786",$0,"$314,786",$0,$0,$0,"$314,786","$135,530"
1002930028,"$314,677",$0,"$314,677",$0,"$151,035",$0,"$508,885","$258,159"
1006100060,"$314,376","$5,602,999","$5,917,375",$0,"$706,615",$0,"$6,632,150","$1,517,421"
1020790019,"$314,301",$0,"$314,301",$0,$0,$0,"$314,301","$164,653"
1020790019,"$314,301",$0,"$314,301",$0,$0,$0,"$314,301","$164,653"
1020790019,"$314,301",$0,"$314,301",$0,$0,$0,"$314,301","$164,653"
3037090232,"$314,275",$0,"$314,275",$0,"$21,975",$0,"$336,250","$127,420"
4048070041,"$314,206","$263,679","$577,885",$0,$0,"$9,379","$626,768","$158,196"
3051710001,"$314,141",$0,"$314,141",$0,$0,$0,"$314,141","$162,841"
3046530027,"$314,126",$0,"$314,126",$0,$0,$0,"$314,126","$163,181"
3035510047,"$314,025",$0,"$314,025",$0,$0,$0,"$314,025","$142,775"
3050530001,"$314,000",$0,"$314,000",$0,$0,$0,"$314,000","$154,573"
1000520021,"$313,964","$718,842","$1,032,806",$0,"$127,833",$0,"$1,163,315","$497,155"
2025220063,"$313,932",$0,"$313,932",$0,"$27,686",$0,"$342,521","$313,144"
4013140025,"$313,897",$0,"$313,897",$0,$0,$0,"$313,897","$71,749"
4005770056,"$313,883","$1,390,200","$1,704,083",$0,$0,"$13,593","$1,731,843","$531,471"
1015800127,"$313,875",$0,"$313,875",$0,"$68,371",$0,"$382,246","$96,206"
2024230084,"$313,773",$0,"$313,773",$0,$0,$0,"$313,773","$248,651"
1021680009,"$313,692","$33,100","$346,792",$0,$0,$0,"$337,576","$162,491"
1019950016,"$313,643","$1,925,849","$2,239,492",$0,"$49,152",$0,"$2,311,415","$1,822,036"
1007190029,"$313,457","$556,927","$870,384",$0,$0,$0,"$941,338","$277,785"
4008090003,"$313,382",$0,"$313,382",$0,$0,$0,"$313,382","$169,487"
1021090005,"$313,370",$0,"$313,370",$0,"$90,182","$51,863","$472,579","$433,414"
1003480032,"$313,350",$0,"$313,350",$0,"$81,500",$0,"$394,850","$131,298"
4033740001,"$313,287",$0,"$313,287",$0,$0,$0,"$323,487","$136,895"
4006270036,"$313,162",$0,"$313,162",$0,$0,$0,"$313,162","$131,545"
4015050076,"$313,109",$0,"$313,109",$0,$0,$0,"$326,309","$156,787"
3069980001,"$312,903",$0,"$312,903",$0,$0,"$273,514","$598,715","$804,447"
3067070040,"$312,720",$0,"$312,720",$0,$0,$0,"$312,720","$225,969"
3060860077,"$312,708",$0,"$312,708",$0,$0,$0,"$312,708","$122,789"
4013290022,"$312,653",$0,"$312,653",$0,$0,$0,"$312,653","$140,735"
4033420022,"$312,648","$179,808","$492,456",$0,"$26,000",$0,"$574,592","$218,750"
1015620031,"$312,552","$131,636","$444,188",$0,$0,$0,"$444,188","$188,530"
1021760144,"$312,274",$0,"$312,274",$0,$0,"$62,679","$375,454","$216,300"
2049940007,"$312,219",$0,"$312,219",$0,$0,$0,"$312,219","$186,239"
2049940005,"$312,219",$0,"$312,219",$0,$0,$0,"$312,219","$186,239"
3044780004,"$312,151",$0,"$312,151",$0,$0,$0,"$312,151","$161,859"
1021200001,"$311,906",$0,"$311,906",$0,"$523,851","$64,881","$913,791","$420,357"
1021290008,"$311,835",$0,"$311,835",$0,"$336,362",$0,"$682,744","$348,956"
4006270039,"$311,728","$215,809","$527,537",$0,$0,$0,"$527,537","$159,192"
1018300029,"$311,643",$0,"$311,643",$0,$0,"$20,393","$332,056","$359,844"
1022340021,"$311,541","$348,662","$660,203",$0,$0,$0,"$660,203","$443,725"
1022340021,"$311,541","$348,662","$660,203",$0,$0,$0,"$660,203","$443,725"
1020690011,"$311,524",$0,"$311,524",$0,$0,"$53,707","$365,231","$206,460"
1007630076,"$310,868","$34,750","$345,618",$0,"$186,797",$0,"$587,803","$169,884"
4014730049,"$310,687",$0,"$310,687",$0,$0,$0,"$333,967","$106,126"
1012480014,"$310,687",$0,"$310,687",$0,"$28,907",$0,"$341,832","$2,329,641"
2028760067,"$310,687",$0,"$310,687",$0,$0,"$92,037","$405,150","$229,938"
1021450022,"$310,565","$136,105","$446,670",$0,"$466,391","$83,782","$1,067,172","$431,769"
2031930021,"$310,519",$0,"$310,519",$0,$0,$0,"$310,519","$182,053"
3048540051,"$310,514",$0,"$310,514",$0,$0,$0,"$310,514","$160,149"
1000030003,"$310,443",$0,"$310,443",$0,"$64,957",$0,"$375,400","$183,252"
1021270054,"$310,314",$0,"$310,314",$0,$0,"$44,646","$354,960","$220,558"
3063790021,"$310,278",$0,"$310,278",$0,$0,"$8,914","$319,192","$108,873"
3024330015,"$310,174","$89,771","$399,945",$0,"$73,572","$55,531","$545,904","$294,426"
1021800031,"$310,120","$269,770","$579,890",$0,$0,"$6,937","$586,827","$431,654"
3051250033,"$310,107",$0,"$310,107",$0,$0,$0,"$310,107","$159,323"
3086610060,"$310,038",$0,"$310,038",$0,$0,"$48,146","$358,184","$137,381"
1012160054,"$309,691","$1,939,729","$2,249,420",$0,"$249,387",$0,"$2,503,124","$1,752,504"
1014320013,"$309,653","$219,673","$529,326",$0,"$56,646",$0,"$590,991","$204,938"
