BBL ,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Gov't Rent Subsidies Income,Total Real Estate Income,Total Expenses
4014580046,"$1,941,095",,"$1,941,095",,,"$62,009","$2,025,235","$978,960"
4012830001,"$1,650,558",,"$1,650,558",,"$78,550","$70,046","$1,869,263","$606,482"
4012730021,"$1,659,950",,"$1,659,950",,,"$72,398","$1,749,517","$644,214"
3012950010,"$1,938,028",,"$1,938,028",,"$208,675",,"$2,161,514","$699,401"
1013680001,"$1,621,029","$8,067,859","$9,688,888",,"$1,646,038",,"$11,475,579","$4,439,944"
1018850029,"$4,261,478",,"$4,261,478",,"$324,820",,"$4,612,269","$1,936,720"
1013690045,"$2,033,062","$2,870,061","$4,903,123",,"$637,616",,"$5,574,834","$2,590,560"
3004440061,,"$1,522,403",1522403,,,,"$1,556,814","$402,474"
1000971301,"$446,745","$272,490","$719,235",,"$181,529",,"$937,529","$249,200"
1000971302,"$446,745","$272,490","$719,235",,"$181,529",,"$937,529","$249,200"
1000971301,"$446,745","$272,490","$719,235",,"$181,529",,"$937,529","$249,200"
1000971302,"$446,745","$272,490","$719,235",,"$181,529",,"$937,529","$249,200"
1000971201,"$40,537","$609,637","$650,174",,"$311,264",,"$1,287,511","$392,525"
1000971202,"$40,537","$609,637","$650,174",,"$311,264",,"$1,287,511","$392,525"
1000971201,"$40,537","$609,637","$650,174",,"$311,264",,"$1,287,511","$392,525"
1000971202,"$40,537","$609,637","$650,174",,"$311,264",,"$1,287,511","$392,525"
1020019005,,"$18,107,141",18107141,,"$72,038","$13,990,672","$33,490,991","$12,591,249"
1018750146,"$80,939","$230,960","$311,899",,"$187,000",,"$501,286","$182,890"
1017700158,,"$7,318,871",7318871,,"$171,347","$3,039,775","$10,719,430","$4,256,565"
1016940003,,"$15,755,801",15755801,,"$584,423","$7,913,891","$25,180,289","$9,880,306"
1016940007,,"$15,755,801",15755801,,"$584,423","$7,913,891","$25,180,289","$9,880,306"
1016940003,,"$15,755,801",15755801,,"$584,423","$7,913,891","$25,180,289","$9,880,306"
1016940007,,"$15,755,801",15755801,,"$584,423","$7,913,891","$25,180,289","$9,880,306"
1016940003,,"$15,755,801",15755801,,"$584,423","$7,913,891","$25,180,289","$9,880,306"
1016940007,,"$15,755,801",15755801,,"$584,423","$7,913,891","$25,180,289","$9,880,306"
1016160001,,"$14,105,998",14105998,,"$677,869","$7,112,892","$23,061,126","$9,163,590"
1015600001,,"$14,953,861",14953861,,"$805,474",,"$16,715,651","$6,781,452"
1013800014,"$120,343","$63,222","$183,565",,,,"$284,927","$432,645"
1013800015,"$120,343","$63,222","$183,565",,,,"$284,927","$432,645"
1013800014,"$120,343","$63,222","$183,565",,,,"$284,927","$432,645"
1013800015,"$120,343","$63,222","$183,565",,,,"$284,927","$432,645"
1011714305,"$10,402,092",,"$10,402,092",,,,"$10,699,616","$3,032,349"
1007700020,,"$398,711",398711,,,,"$398,711","$221,601"
1005910010,"$26,216","$206,906","$233,122",,"$646,167",,"$955,990","$178,527"
1005710018,,"$701,958",701958,,"$1,425,077",,"$2,424,931","$304,429"
1005300038,"$480,827",,"$480,827",,"$377,289",,"$871,836","$122,904"
1004760015,"$104,971","$774,574","$879,545",,"$390,281",,"$1,721,317","$589,643"
1003500069,,"$1,554,589",1554589,,,,"$1,556,137","$217,789"
1012490036,"$358,332","$4,330,489","$4,688,821","$46,956",,,"$4,745,300","$2,949,764"
1012330016,"$2,131,017","$4,407,439","$6,538,456","$4,128,855",,,"$11,390,452","$5,409,350"
1011700012,"$6,488,156",,"$6,488,156",,"$2,065,660",,"$8,732,952","$3,630,535"
1010410061,"$52,308","$411,491","$463,799",,"$534,687",,"$1,073,457","$310,170"
1010110013,"$343,416","$3,989,499","$4,332,915","$51,900",,,"$4,408,342","$2,533,315"
1010100051,"$167,160","$1,500,193","$1,667,353",,,,"$1,759,596","$1,358,602"
1008820028,"$2,376,344",,"$2,376,344",,"$10,853",,"$2,399,994","$989,992"
1016020038,"$97,764","$277,455","$375,219",,"$151,418",,"$527,237","$248,031"
1016020027,"$33,768","$409,656","$443,424",,"$62,466",,"$506,341","$203,554"
1016020025,"$73,992","$271,720","$345,712",,"$87,368",,"$437,324","$248,118"
1015610016,"$21,950","$387,664","$409,614",,,,"$409,614","$121,841"
1015270005,"$23,540","$403,093","$426,633","$37,800","$57,130",,"$521,563","$134,125"
1015260032,"$163,318","$234,725","$398,043",,,,"$398,043","$132,174"
1014670040,"$100,212","$311,348","$411,560",,,,"$411,561","$128,094"
1014130033,"$112,593","$134,940","$247,533",,"$484,935",,"$751,068","$129,679"
1013990122,,"$49,802",49802,,"$262,733",,"$356,092","$86,647"
1013990023,,"$75,453",75453,,"$570,401",,"$712,794","$131,201"
1013880014,,"$10,000",10000,"$83,325","$580,238",,"$718,048","$229,689"
1013420153,,"$57,300",57300,,,,"$345,300","$11,696"
1011240059,"$1,254,465","$3,823,132","$5,077,597",,"$896,047",,"$6,149,418","$2,704,466"
2059040267,"$1,681,235",,"$1,681,235",,,,"$1,746,687","$875,506"
2032900042,"$846,042",,"$846,042",,,,"$846,042","$522,259"
2032810077,"$1,068,517",,"$1,068,517",,"$63,347",,"$1,174,945","$479,805"
2028920011,"$968,725",,"$968,725",,,,"$998,769","$551,649"
2028540056,"$751,631",,"$751,631",,,,"$751,631","$557,176"
2028280030,"$746,365",,"$746,365",,,,"$811,460","$461,916"
2028050001,"$872,560",,"$872,560",,,,"$872,560","$599,920"
2024780030,"$1,507,159",,"$1,507,159",,,,"$1,507,159","$847,174"
2024560181,"$1,615,891",,"$1,615,891",,,,"$1,615,891","$1,314,368"
2024560175,"$859,041",,"$859,041",,,,"$859,041","$704,235"
1005880045,"$87,936","$1,728,543","$1,816,479",,"$148,101",,"$1,985,208","$586,098"
1022430378,"$899,759",,"$899,759",,,,"$912,723","$475,294"
1020620054,"$897,121",,"$897,121",,,,"$897,121","$380,780"
1014370041,"$3,208,397",,"$3,208,397",,,,"$3,208,397","$959,404"
1000710001,"$562,071","$1,157,856","$1,719,927",,"$411,708",,"$2,402,984","$811,156"
1000520021,"$368,272","$598,720","$966,992",,"$709,000",,"$1,681,429","$1,007,685"
1021790099,"$1,187,863",,"$1,187,863","$95,792",,,"$1,302,848","$481,515"
1021570001,"$494,948",,"$494,948",,,,"$494,948","$263,156"
1018520001,"$1,178,731","$1,759,496","$2,938,227","$38,980",,,"$3,088,688","$2,022,728"
1013810059,"$49,070","$521,802","$570,872",,"$463,566",,"$1,052,556","$243,852"
1012300043,"$1,091,581","$4,598,916","$5,690,497","$351,000","$2,340",,"$6,172,073","$2,357,279"
1008900005,"$202,321","$4,259,621","$4,461,942",,"$182,571",,"$4,693,530","$2,197,669"
3010790001,"$245,979","$788,915","$1,034,894",,,,"$1,034,894","$177,334"
3007090058,"$776,643","$83,125","$859,768",,,,"$859,768","$190,254"
3004360022,"$272,379","$49,575","$321,954",,,,"$321,954","$81,451"
2057910388,"$1,085,321",,"$1,085,321",,"$48,095",,"$1,175,360","$500,246"
1012420128,"$320,144","$378,421","$698,565",,,,"$708,976","$256,684"
1009331201,"$1,335,902",,"$1,335,902",,"$43,934",,"$1,395,202","$732,360"
1009331202,"$1,335,902",,"$1,335,902",,"$43,934",,"$1,395,202","$732,360"
4097120102,"$4,219,711",,"$4,219,711",,"$33,000","$115,421","$4,485,290","$2,109,438"
4097110056,"$2,103,367",,"$2,103,367",,"$16,500","$83,557","$2,288,778","$1,074,447"
4097100037,"$2,307,955",,"$2,307,955",,"$212,700","$26,806","$2,548,337","$1,082,651"
4052920044,"$425,250",,"$425,250",,,,"$425,250","$152,420"
4022100018,"$1,110,761","$1,305,490","$2,416,251","$45,296",,"$14,409","$2,492,939","$1,124,033"
4022100001,"$689,861","$1,651,525","$2,341,386",,,"$5,544","$2,457,016","$1,131,696"
4021380043,"$634,826","$1,423,792","$2,058,618",,,"$14,274","$2,085,042","$924,133"
4021380029,"$1,191,774","$1,048,091","$2,239,865","$77,547",,"$13,383","$2,412,318","$1,113,187"
4021380011,"$600,654","$1,348,324","$1,948,978","$162,684",,"$22,347","$2,146,166","$931,472"
4080920033,"$1,635,340",,"$1,635,340",,,,"$1,857,537","$501,344"
4050250050,"$3,597,466","$310,164","$3,907,630",,,,"$4,063,817","$2,102,854"
4049770017,"$1,268,121",,"$1,268,121",,"$110,010",,"$1,407,402","$377,146"
4049540131,"$570,504",,"$570,504",,,,"$618,779","$192,245"
4041570002,"$1,170,004",,"$1,170,004",,,,"$1,296,919","$483,623"
4033220043,"$1,690,887",,"$1,690,887",,,,"$1,745,054","$488,900"
4031730013,"$781,471","$573,732","$1,355,203",,,,"$1,459,124","$765,671"
4020980018,"$1,421,837",,"$1,421,837",,,,"$1,488,253","$483,152"
4005310059,"$1,410,466",,"$1,410,466","$233,860",,,"$1,714,671","$483,106"
3011520078,"$328,126","$228,219","$556,345",,"$21,473",,"$577,818","$117,059"
3011050041,"$268,395","$31,000","$299,395",,"$113,500",,"$438,862","$98,429"
3010970056,"$138,679","$744,128","$882,807",,,,"$882,807","$249,685"
3010960035,"$345,531","$125,625","$471,156",,,,"$471,156","$139,811"
3010890001,"$119,500","$1,180,096","$1,299,596",,,,"$1,299,596","$274,578"
3010880035,"$16,794","$374,525","$391,319",,"$121,558",,"$512,877","$128,269"
3004360020,"$342,468","$150,950","$493,418",,,,"$493,418","$124,615"
5005900001,"$1,573,964","$2,443,895","$4,017,859",,,,"$4,303,860","$3,689,778"
4097600025,"$1,924,277",,"$1,924,277",,"$78,812",,"$2,007,153","$675,561"
4097600022,"$1,877,147",,"$1,877,147","$55,426",,,"$1,977,362","$750,833"
4050240019,"$1,458,495",,"$1,458,495",,,,"$1,523,212","$525,045"
4050150006,"$674,315",,"$674,315",,,,"$727,208","$281,499"
4049770090,"$1,412,090",,"$1,412,090","$199,748",,"$4,254","$1,674,692","$431,978"
4049770021,"$1,617,638",,"$1,617,638",,,,"$1,689,866","$421,677"
4031710001,"$718,441","$526,153","$1,244,594",,"$22,009",,"$1,322,599","$539,325"
4030950081,"$963,604","$312,207","$1,275,811",,,,"$1,301,603","$565,429"
4024740022,"$1,412,702","$105,391","$1,518,093",,,,"$1,600,269","$762,576"
4001980001,"$1,031,648","$265,591","$1,297,239","$21,900","$46,504",,"$1,377,570","$577,115"
4001930055,"$721,651","$259,119","$980,770",,,,"$994,353","$409,526"
1000291001,"$67,821","$1,619,449","$1,687,270",,"$681,515",,"$2,428,921","$998,305"
1000291002,"$67,821","$1,619,449","$1,687,270",,"$681,515",,"$2,428,921","$998,305"
3087760007,"$469,678",,"$469,678",,,"$26,504","$496,182","$299,002"
3087180075,"$1,937,294",,"$1,937,294",,,,"$1,937,294","$754,939"
3066120001,"$966,049","$765,657","$1,731,706",,,"$118,326","$1,862,032","$1,074,650"
3029870006,,"$727,500",727500,,,,"$727,500","$23,693"
3019820069,"$587,622",,"$587,622",,,,"$587,622","$372,309"
3019820007,"$554,249",,"$554,249",,,,"$554,249","$362,763"
3019820001,"$535,411",,"$535,411",,,,"$535,411","$276,845"
3011790083,"$362,567",,"$362,567","$24,000",,,"$386,567","$137,795"
3011790071,"$549,214","$363,137","$912,351",,,"$13,715","$926,066","$314,798"
3011790023,"$431,915",,"$431,915",,,"$13,972","$445,887","$253,529"
3009560047,"$137,140","$276,025","$413,165",,,,"$413,165","$1,237,707"
4051370084,"$4,823,787",,"$4,823,787","$58,461",,,"$5,113,637",
4014950068,"$705,570",,"$705,570","$19,865",,,"$727,050","$504,638"
4014860052,"$651,657",,"$651,657","$79,600",,,"$767,709","$361,156"
4006380025,"$667,067","$380,280","$1,047,347",,"$96,689","$5,763","$1,160,464","$576,207"
4005870034,"$699,447","$634,707","$1,334,154",,"$815,273","$20,720","$2,264,360","$708,001"
4005870029,"$391,695","$374,991","$766,686",,,"$3,428","$770,114","$362,809"
1022250024,"$375,950",,"$375,950",,"$68,988",,"$444,938","$297,206"
1021800015,"$891,898",,"$891,898",,,,"$891,898",
1016430001,,"$478,226",478226,,"$92,509",,"$591,886","$64,892"
1014960021,"$515,071","$3,661,848","$4,176,919",,"$1,057,572","$7,574","$5,267,298","$1,991,629"
1014470005,"$776,174","$3,861,254","$4,637,428","$309,300",,"$21,442","$4,999,033","$2,071,103"
1014260029,"$572,033","$3,171,915","$3,743,948","$288,018",,"$2,384","$4,061,934","$1,565,433"
1013610049,"$332,776","$675,055","$1,007,831",,"$196,582",,"$1,244,917","$438,164"
1013460023,"$200,736","$870,667","$1,071,403",,"$438,037","$2,791","$1,597,445","$477,204"
1012470029,"$1,268,292","$2,763,448","$4,031,740","$349,467",,,"$4,393,957","$2,047,313"
1006240031,"$392,689","$987,867","$1,380,556",,,"$16,676","$1,404,594","$604,814"
1006170021,"$363,001","$1,697,155","$2,060,156","$127,010","$78,221","$5,803","$2,319,286","$722,564"
4020860040,"$6,078,433","$176,589","$6,255,022",,"$164,139",,"$6,466,936","$2,807,601"
4019920043,"$328,456",,"$328,456",,,,"$392,690","$162,587"
4008410042,"$452,743",,"$452,743",,,,"$452,743","$176,617"
4006260001,"$1,092,553",,"$1,092,553","$70,569",,,"$1,163,122","$412,768"
3068030058,"$554,477",,"$554,477",,,"$130,786","$685,263","$213,207"
2032490120,"$481,067",,"$481,067",,,,"$481,067","$128,385"
2031820045,"$452,420",,"$452,420",,,,"$452,420","$138,276"
2031150009,"$440,340",,"$440,340",,,,"$440,340","$201,087"
2030710035,"$289,199",,"$289,199",,,,"$289,199","$120,564"
1019540050,"$335,135","$466,610","$801,745",,"$172,874",,"$1,024,193","$949,492"
1010821008,"$17,986,359",,"$17,986,359",,"$355,396",,"$19,105,440","$5,477,120"
1003970006,"$83,875","$161,024","$244,899",,"$225,620",,"$521,789","$178,039"
3021100003,"$14,072,601",,"$14,072,601",,"$2,043,933",,,"$5,152,813"
3002771005,"$11,182,901",,"$11,182,901",,"$1,409,725",,"$13,306,953","$3,732,727"
3002771006,"$11,182,901",,"$11,182,901",,"$1,409,725",,"$13,306,953","$3,732,727"
3000361306,"$12,527,765",,"$12,527,765",,"$1,369,433",,"$15,318,151","$3,549,612"
3000361307,"$12,527,765",,"$12,527,765",,"$1,369,433",,"$15,318,151","$3,549,612"
1013020033,"$2,592,408","$3,866,262","$6,458,670",,"$554,362",,"$7,153,541","$3,822,919"
1004540001,"$105,081","$357,859","$462,940",,"$211,757",,"$682,179","$390,936"
1014710026,"$31,631","$340,504","$372,135",,"$248,001",,"$647,162","$178,565"
1014440130,"$120,540","$326,515","$447,055",,,,"$450,463","$127,619"
1012450088,"$1,363,182",,"$1,363,182",,,,"$1,373,556","$794,810"
1012360044,"$542,757","$1,354,997","$1,897,754",,"$858,802",,"$2,815,543","$1,140,132"
1011680004,"$594,889",,"$594,889",,,,"$594,889","$88,641"
1011400027,"$228,621","$744,235","$972,856",,,,"$974,738","$225,865"
1010821002,"$8,574,143",,"$8,574,143",,,,"$9,582,279","$2,289,383"
1010230006,"$327,197","$1,756,862","$2,084,059",,"$536,679",,"$2,768,380","$787,149"
1008910046,,"$64,630",64630,,"$59,500",,"$124,130","$525,200"
1008910045,,"$48,800",48800,,"$62,965",,"$116,520","$34,435"
1008910044,,"$204,600",204600,,"$85,767",,"$292,616","$129,207"
1004940010,"$151,759","$377,815","$529,574",,"$58,109",,"$587,683","$278,571"
1015540013,"$397,164",,"$397,164",,,,"$397,164","$120,014"
1015220037,"$336,150",,"$336,150",,"$143,200",,"$479,415","$172,134"
1013230029,,"$275,207",275207,,"$200,014",,"$489,222","$59,225"
1012360037,"$872,369","$4,072,828","$4,945,197",,,,"$5,296,297","$2,281,468"
1011960048,"$555,111",,"$555,111",,,,"$555,111","$93,005"
1011580038,"$1,289,284","$4,624,761","$5,914,045",,"$702,359",,"$6,827,009","$2,583,185"
1010200005,,"$21,434,461",21434461,"$1,838,345","$656,441",,"$26,331,674","$7,791,630"
1009120061,"$1,055,452",,"$1,055,452",,,,"$1,055,452","$195,610"
1009050038,"$1,612,585",,"$1,612,585",,,,"$1,612,585","$376,045"
1008920001,"$382,163","$4,861,876","$5,244,039","$491,627",,,"$5,775,297","$2,174,913"
1008890022,"$614,040","$3,710,339","$4,324,379",,"$627,941",,"$5,089,688","$1,993,548"
1008750079,"$328,585","$1,791,298","$2,119,883","$1,286,678",,,"$3,443,027","$969,303"
1007930001,"$486,331","$974,125","$1,460,456",,"$498,771",,"$2,052,563","$840,825"
1007720081,,"$124,093",124093,,"$256,726",,"$380,819","$102,515"
1005700007,,"$1,481,719",1481719,,"$321,372",,"$1,803,091","$408,638"
1003990037,,"$377,568",377568,,"$184,844",,"$597,713","$117,116"
1014390030,"$1,019,300","$6,562,305","$7,581,605",,"$674,107",,"$8,819,380","$2,818,150"
1014150021,"$2,605,817",,"$2,605,817","$1,362,465",,,"$4,069,406","$1,672,995"
1012140005,"$523,914",,"$523,914",,,,"$523,914","$83,673"
1009150023,,"$5,242,809",5242809,,,,"$5,252,694","$1,126,403"
1008650032,"$370,628","$4,377,432","$4,748,060","$235,982",,,"$5,102,441","$1,951,670"
1008430029,"$2,049,512","$769,785","$2,819,297",,,,"$3,075,661","$1,686,360"
1007910036,"$28,585","$8,338,890","$8,367,475","$1,505,203",,,"$10,373,007","$4,198,999"
1007900028,"$347,920","$1,579,020","$1,926,940",,"$825,350",,"$2,833,320","$1,212,749"
1007410067,"$485,441","$1,588,147","$2,073,588",,"$274,489",,"$2,370,481","$698,395"
1005270027,"$475,595","$4,784,024","$5,259,619","$1,312,441",,,"$6,905,204","$2,060,362"
4103430320,"$523,382",,"$523,382",,,,"$526,194","$138,690"
4103300120,"$351,657",,"$351,657",,,,"$356,377","$90,358"
4033290079,"$470,038",,"$470,038",,,,"$472,281","$130,881"
4033210379,"$367,075",,"$367,075",,,,"$367,075","$106,403"
4031711103,"$705,180",,"$705,180",,,,"$705,180","$333,156"
4031050028,"$1,446,200","$50,307","$1,496,507",,,"$19,684","$1,537,953","$843,749"
4022360010,"$491,261",,"$491,261",,,,"$491,261","$146,490"
4022250030,"$429,271",,"$429,271",,,,"$429,271","$142,021"
2058451799,"$2,092,161",,"$2,092,161",,,,"$2,124,576","$1,234,756"
3020610110,"$7,893,841",,"$7,893,841",,"$373,896",,,"$2,800,531"
3020610101,"$2,845,347",,"$2,845,347",,"$415,433",,"$3,497,592","$1,554,300"
3074591001,,"$5,756,688",5756688,,,,"$6,300,481","$2,264,465"
3001450022,,"$33,983,652",33983652,,,,"$35,427,354","$7,264,410"
2059070348,"$644,204","$172,552","$816,756",,,,"$856,514","$266,183"
4015040001,"$1,374,336","$629,720","$2,004,056",,,,"$2,083,562","$1,070,428"
4014910021,"$3,340,226","$1,637,738","$4,977,964",,,,"$5,208,652","$2,673,321"
4014900018,"$6,438,813","$196,127","$6,634,940","$107,171",,,"$6,979,532","$3,349,419"
4004230005,"$3,915,650",,"$3,915,650",,"$261,843",,"$4,247,189","$1,210,518"
4004130002,"$14,310,869",,"$14,310,869",,"$283,578",,"$15,081,987","$4,027,792"
1015180024,"$1,746,928","$1,505,972","$3,252,900",,"$1,005,228",,"$4,791,089","$1,542,554"
1014270028,"$2,342,379","$3,407,096","$5,749,475",,"$764,070",,"$6,694,543","$2,381,760"
4051010061,"$1,578,759",,"$1,578,759",,,"$55,257","$1,697,279","$711,261"
4050400027,"$1,249,984",,"$1,249,984",,,"$38,055","$1,315,988","$527,851"
4022890038,"$297,409",,"$297,409",,,"$1,883","$299,893","$165,555"
4015660021,"$945,519",,"$945,519",,,"$26,512","$1,009,341","$656,029"
1006130044,"$101,345","$834,687","$936,032",,"$110,922",,"$1,070,453","$317,975"
3010930038,"$135,242","$1,124,896","$1,260,138",,,,"$1,337,453","$356,559"
3010910040,"$150,878","$522,913","$673,791",,,,"$673,791","$315,618"
1021420130,"$1,590,706","$302,992","$1,893,698","$697,104",,,"$2,626,794","$1,269,307"
1021420130,"$1,590,706","$302,992","$1,893,698","$697,104",,,"$2,626,794","$1,269,307"
3087220475,"$3,618,146","$273,068","$3,891,214",,,,"$4,117,718","$1,663,493"
3087220475,"$3,618,146","$273,068","$3,891,214",,,,"$4,117,718","$1,663,493"
2059200687,"$858,320","$2,033,876","$2,892,196",,,,"$3,128,148","$1,179,105"
2032840039,"$245,826","$159,736","$405,562",,"$34,865","$63,266","$510,590","$468,261"
1021540024,"$209,919","$107,400","$317,319",,"$206,549",,"$539,139","$199,183"
1021530068,"$432,810","$447,826","$880,636",,,,"$933,610","$361,253"
1019120001,"$338,800","$882,600","$1,221,400",,"$392,776",,"$1,711,156","$346,028"
1015200034,"$354,778","$387,540","$742,318",,"$756,767",,"$1,787,943","$291,560"
1010640004,"$17,604","$388,440","$406,044",,"$203,873",,"$630,853","$87,446"
1010550056,"$135,125","$95,000","$230,125","$120,000",,,"$350,125","$85,188"
1010540007,"$197,890","$511,000","$708,890",,,,"$744,890","$331,104"
1010450012,"$3,681,995",,"$3,681,995",,,,"$3,682,365","$996,453"
1007460075,"$248,400","$87,600","$336,000",,"$346,377",,"$682,377","$125,616"
1007350009,"$31,342","$360,438","$391,780",,,,"$391,780","$121,346"
1004000026,"$56,106","$406,863","$462,969",,"$85,312",,"$548,281","$127,281"
1004000024,"$101,931","$363,047","$464,978",,"$85,501",,"$550,479","$127,281"
4098030015,"$284,310","$1,072,904","$1,357,214",,,,"$1,362,114","$378,478"
4098030009,"$74,810","$1,095,064","$1,169,874",,,,"$1,169,874","$605,344"
4050490043,"$2,836,868",,"$2,836,868",,,,"$2,878,448","$1,071,673"
4005850017,"$1,284,473",,"$1,284,473",,,,"$1,284,473","$527,089"
3067070076,"$1,206,574",,"$1,206,574",,,,"$1,285,755","$594,213"
2037410001,"$687,444",,"$687,444",,"$120,335",,"$807,779","$370,807"
2033530001,"$300,664",,"$300,664",,"$174,037",,"$474,701","$228,465"
2032480033,"$669,976",,"$669,976",,,,"$669,976","$367,272"
2027080040,"$523,305",,"$523,305",,"$120,617",,"$688,210","$360,189"
2024880048,"$738,410",,"$738,410",,,,"$789,147","$581,888"
1021530067,"$222,962","$203,699","$426,661",,,,"$453,951","$186,100"
1007350008,,"$391,780",391780,,,,"$391,780","$121,346"
1006230050,,"$573,840",573840,,,,"$573,840","$114,813"
1003890019,"$46,637","$284,159","$330,796",,"$30,729",,"$361,525","$109,991"
1003480020,"$62,265","$391,381","$453,646",,"$40,552",,"$494,198","$122,000"
2036530050,"$1,894,826",,"$1,894,826",,,,"$3,079,011","$519,194"
2033280039,"$981,086",,"$981,086",,,"$20,391","$1,001,477","$574,324"
2033280125,"$556,263",,"$556,263",,"$338,797",,"$895,060","$283,833"
2031590040,"$791,876",,"$791,876",,"$629,283","$21,018","$1,565,471","$683,855"
2026200022,"$286,380",,"$286,380",,"$245,558","$20,103","$552,041","$255,315"
1020970047,"$275,125","$939,507","$1,214,632",,,"$21,800","$1,237,132","$747,634"
1020020097,"$381,557","$241,699","$623,256",,,"$29,497","$659,534","$469,439"
1020020011,"$465,243",,"$465,243",,,"$47,485","$514,696","$322,786"
1017740051,"$247,958","$263,964","$511,922",,"$478,804",$313,"$1,034,316","$799,705"
1016150014,"$450,000","$1,017,520","$1,467,520",,"$486,452","$2,417","$1,987,739","$654,986"
1015710004,"$380,690",,"$380,690",,"$305,055",,"$733,545","$274,109"
1006150057,"$199,692","$227,637","$427,329",,,,"$427,329","$213,147"
1004450014,,"$3,621,926",3621926,,"$522,556",,"$4,261,611","$1,150,963"
3025220040,"$314,791",,"$314,791",,"$138,122",,"$502,199","$167,563"
2045430021,"$931,279",,"$931,279",,,"$7,778","$949,827","$409,825"
2037160032,"$728,078",,"$728,078",,"$159,054",,"$887,132","$299,487"
2033240130,"$701,787",,"$701,787",,,"$127,150","$830,511","$329,316"
2032190105,"$761,288",,"$761,288",,,"$134,821","$912,122","$436,167"
1015280041,"$27,012","$417,665","$444,677",,,,"$444,677","$172,349"
1012520063,"$283,404",,"$283,404",,,,"$689,164","$609,395"
4014660039,"$500,250","$146,523","$646,773",,"$366,719",,"$1,025,560","$334,254"
4012820185,,"$455,600",455600,,"$90,200",,"$545,800","$468,604"
1020980019,"$293,000","$685,391","$978,391",,,"$3,700","$982,091","$590,561"
1019520011,"$251,000","$438,415","$689,415",,"$775,476","$1,731","$1,528,400","$1,047,759"
1015310035,,"$3,198,290",3198290,,"$658,948",,"$3,913,055","$1,165,258"
1014860049,,"$1,469,379",1469379,,,,"$1,469,379","$434,699"
1011170024,,"$432,334",432334,,,,"$432,334","$114,101"
1011170023,,"$432,334",432334,,,,"$432,334","$114,101"
1010450001,"$211,000","$963,709","$1,174,709",,"$476,966","$1,850","$1,721,325","$581,571"
1006250012,"$98,000","$389,397","$487,397",,,,"$495,197","$265,565"
1005180037,"$30,000","$859,635","$889,635",,"$56,353",,"$954,162","$349,768"
1005160014,"$110,000","$863,540","$973,540",,,,"$1,005,992","$692,009"
1004640044,"$143,919","$242,965","$386,884",,"$365,552",,"$814,033","$380,651"
1004100011,"$52,574","$556,011","$608,585",,"$275,562",,"$906,424","$211,134"
1004600040,"$84,773","$109,177","$193,950",,"$84,773",,"$278,723","$171,856"
1003970007,"$347,000","$1,544,785","$1,891,785",,"$40,158",,"$1,959,943","$948,727"
1003750062,"$80,302","$335,000","$415,302",,,,"$415,302","$144,824"
1015180031,"$146,796","$1,184,129","$1,330,925",,,,"$1,330,925","$350,676"
1010770018,,"$1,059,975",1059975,,,,"$1,059,975","$128,179"
1010770018,,"$1,059,975",1059975,,,,"$1,059,975","$128,179"
1010770018,,"$1,059,975",1059975,,,,"$1,059,975","$128,179"
1010610027,,"$866,146",866146,,,,"$866,146","$148,732"
1010540001,,"$972,977",972977,,,,"$972,977","$280,411"
4014430040,"$987,017",,"$987,017","$137,026",,,"$1,124,043","$256,340"
4001340029,"$1,097,920",,"$1,097,920",,,,"$1,097,920","$331,851"
5009550075,"$1,567,442",,"$1,567,442",,,,"$1,580,198","$1,087,704"
3024820026,"$6,883,085",,"$6,883,085",,"$521,524",,"$7,729,234","$3,055,241"
2029380049,"$2,880,345",,"$2,880,345",,"$32,112",,"$2,912,457","$1,410,815"
3024330012,"$992,029",,"$992,029",,,,"$992,029","$276,302"
1002361102,,"$874,732",874732,,,,"$874,732","$166,389"
3036021001,"$637,483",,"$637,483",,,,"$637,483","$452,265"
3040911001,"$1,028,410",,"$1,028,410",,"$237,045",,"$1,279,223","$630,882"
3040911002,"$1,028,410",,"$1,028,410",,"$237,045",,"$1,279,223","$630,882"
3040911001,"$1,028,410",,"$1,028,410",,"$237,045",,"$1,279,223","$630,882"
3040911002,"$1,028,410",,"$1,028,410",,"$237,045",,"$1,279,223","$630,882"
4051040027,"$383,682","$218,625","$602,307","$45,245",,,"$1,143,685","$245,071"
4049950034,"$271,912","$291,850","$563,762","$349,999",,,"$934,190","$319,042"
4017610012,"$712,902",,"$712,902",,,,"$712,902","$380,872"
1015320016,,"$3,711,812",3711812,,"$1,148,824",,"$4,909,922","$1,340,983"
1015300034,,"$2,055,044",2055044,,,,"$2,062,657","$728,606"
1015300019,,"$2,635,680",2635680,,"$411,915",,"$3,086,615","$751,178"
1015180033,"$62,820","$3,016,160","$3,078,980",,"$112,467",,"$3,251,015","$1,116,524"
1014530021,,"$2,067,762",2067762,,"$160,337",,"$2,239,075","$609,828"
1012000152,"$22,068","$424,139","$446,207",,,,"$446,657","$106,808"
1010010059,,"$11,519",11519,,"$659,775",,"$682,764","$334,582"
1009230047,"$35,697","$1,100,862","$1,136,559",,,,"$1,141,109","$293,216"
1008430003,"$2,786,086",,"$2,786,086",,"$894,580",,"$3,703,163","$850,604"
1007980066,,"$2,389,949",2389949,,"$365,457",,"$2,776,391","$922,653"
