BBL ,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Gov't Rent Subsidies Income,Total Real Estate Income,Total Expenses
1007970074,,"$2,069,061",2069061,,,,"$2,082,401","$367,234"
1005570022,,"$2,494,132",2494132,,"$338,659",,"$2,869,189","$702,409"
1003870135,,"$238,955",238955,,,,"$740,572","$122,958"
1001750007,,"$232,078",232078,,"$25,300",,"$257,378","$100,766"
1001740010,,"$257,848",257848,,"$120,145",,"$401,663","$142,003"
1001620018,"$117,659","$220,677","$338,336",,"$261,920",,"$600,256","$134,015"
1000920017,,"$660,767",660767,,"$196,901",,"$860,320","$260,908"
1000780001,,"$2,268,566",2268566,,"$208,824",,"$2,562,015","$909,784"
1000700032,,"$25,595,805",25595805,,"$170,307",,"$27,611,810","$9,143,492"
1000690032,"$15,151,296","$364,283","$15,515,579","$719,844",,,"$16,881,690","$5,382,804"
4067971301,,"$1,178,337",1178337,"$242,514",,,"$2,016,598","$678,199"
3027890011,"$701,515","$130,548","$832,063",,"$358,095",,"$1,194,043","$292,166"
1021260030,"$246,306",,"$246,306",,"$95,748",,"$342,054","$144,449"
1014370045,,"$1,273,339",1273339,,"$75,833",,"$1,432,261","$395,681"
1014290103,"$50,757","$638,924","$689,681",,"$181,868",,"$874,516","$595,284"
1011200051,,"$2,081,661",2081661,,"$50,215",,"$2,138,324","$521,966"
1004950042,"$51,276","$346,848","$398,124",,"$325,628",,"$723,752","$120,812"
1004980021,"$9,221","$263,790","$273,011","$1,414,258",,,"$1,687,269","$1,295,011"
1020880027,"$304,300","$834,295","$1,138,595",,,,"$1,150,595","$434,989"
1018850021,"$236,515","$1,382,107","$1,618,622",,,,"$1,713,879","$438,662"
1018820024,"$350,173","$2,423,712","$2,773,885",,,,"$2,792,335","$920,253"
1018820020,"$556,215","$1,965,569","$2,521,784",,,,"$2,540,758","$671,258"
1012410001,"$638,090","$3,120,245","$3,758,335","$440,092",,,"$4,210,427","$1,400,347"
1012270033,"$280,452","$1,604,906","$1,885,358",,"$846,135",,"$2,807,811","$800,931"
1012270033,"$280,452","$1,604,906","$1,885,358",,"$846,135",,"$2,807,811","$800,931"
1012270033,"$280,452","$1,604,906","$1,885,358",,"$846,135",,"$2,807,811","$800,931"
1012270033,"$280,452","$1,604,906","$1,885,358",,"$846,135",,"$2,807,811","$800,931"
1010720050,"$10,160,630",,"$10,160,630",,,,"$10,249,721","$3,357,003"
1010270058,"$248,179",,"$248,179",,"$282,324",,"$530,503","$329,785"
1009130014,"$1,083,826",,"$1,083,826",,,,"$1,089,226","$551,081"
3053400022,"$1,555,824",,"$1,555,824",,,,"$1,583,182","$584,424"
3019930015,,"$334,079",334079,,,,"$334,079","$117,306"
3014220064,"$939,416",,"$939,416",,,,"$939,416","$379,284"
4092660032,"$598,892",,"$598,892",,,,"$598,892","$247,708"
4014890018,"$3,209,642","$117,770","$3,327,412",,,,"$3,479,030","$1,789,152"
2045960022,"$1,700,202",,"$1,700,202",,"$212,256",,"$2,011,131","$894,707"
1018880007,"$437,548","$564,601","$1,002,149",,,,"$1,002,149","$326,669"
1012500023,"$17,230","$180,905","$198,135",,,,"$198,235","$126,310"
1012000019,,"$6,998,681",6998681,"$665,288",,,"$7,913,137","$3,518,185"
1005430047,"$135,300","$643,310","$778,610",,"$192,294",,"$1,015,636","$229,507"
3068190001,"$1,299,856",,"$1,299,856",,,"$25,268","$1,379,534","$752,735"
3068020014,"$1,701,830",,"$1,701,830",,,"$8,575","$1,829,145","$1,095,910"
3063810017,"$1,455,109",,"$1,455,109",,,,"$1,545,429","$923,317"
3052790043,"$2,387,422",,"$2,387,422",,,"$636,199","$3,151,738","$905,095"
3046100001,"$2,753,217",,"$2,753,217",,,,"$2,779,301","$1,271,527"
3027640008,"$1,157,621",,"$1,157,621",,,,"$1,157,621","$539,271"
3025710001,"$3,662,301",,"$3,662,301",,,,"$3,738,831","$1,022,346"
3025560058,"$1,301,336",,"$1,301,336",,,,"$1,315,752","$440,238"
3024300002,"$1,140,763",,"$1,140,763",,,,"$1,140,763","$467,633"
3024160001,"$524,601",,"$524,601",,,,"$813,270","$348,818"
3023220006,"$776,134",,"$776,134",,,,"$776,134","$310,516"
3023220001,"$1,017,639",,"$1,017,639",,,,"$1,017,640","$425,996"
3023100004,"$1,604,555",,"$1,604,555",,,,"$1,607,121","$782,008"
3023060025,"$1,239,142",,"$1,239,142",,,,"$1,258,201","$385,704"
3002500028,"$2,985,329",,"$2,985,329",,"$635,346",,"$3,627,952","$1,327,712"
3001201203,,"$2,482,075",2482075,,,,"$2,536,677","$842,244"
1015780017,"$2,174,749",,"$2,174,749",,,,"$2,183,548","$592,728"
1015700021,"$12,057,651",,"$12,057,651","$122,325",,,"$12,685,140","$5,064,674"
1012400036,"$2,335,180",,"$2,335,180",,"$268,317",,"$2,673,357","$815,205"
1012400029,"$2,227,104",,"$2,227,104",,"$593,021",,"$2,964,073","$815,207"
1012380046,"$10,915,279",,"$10,915,279",,,,"$11,665,900","$3,421,900"
1001710005,"$107,787",,"$107,787",,"$323,361",,"$1,079,882","$415,889"
3027771101,"$442,042",,"$442,042",,"$191,776",,"$633,818","$253,226"
4050250008,"$118,151","$1,422,638","$1,540,789","$97,790",,"$1,435","$1,734,438","$487,494"
4001940017,"$185,662","$301,531","$487,193",,,"$16,656","$503,849","$169,739"
4050420001,"$883,167","$32,000","$915,167",,,,"$937,184","$365,857"
2032250148,"$1,076,512",,"$1,076,512",,,,"$1,116,723","$696,901"
2033930044,"$805,606",,"$805,606",,,,"$805,606","$426,203"
2033560003,"$1,108,546",,"$1,108,546",,,,"$1,108,546","$355,255"
2033430126,"$851,497",,"$851,497",,,,"$851,497","$246,587"
1013950007,"$86,004","$192,200","$278,204",,"$1,058,960",,"$1,448,781","$252,541"
4106790026,,"$294,150",294150,,,,"$294,150","$75,727"
3060370065,,"$14,400",14400,"$126,052",,,"$140,452","$75,380"
1021190026,"$901,811","$857,394","$1,759,205",,,,"$1,667,459","$636,915"
4157670001,"$1,175,877",,"$1,175,877",,,,"$1,199,653","$802,384"
4157060001,"$1,311,888",,"$1,311,888",,,,"$1,337,772","$684,318"
4106860001,"$572,932",,"$572,932",,,,"$585,232","$113,566"
3086740023,,"$336,932",336932,,,,"$338,082","$74,116"
3067220001,"$1,268,575",,"$1,268,575","$28,450","$31,200",,"$1,328,225","$314,958"
3067140041,"$1,242,789",,"$1,242,789","$90,964",,,"$1,333,753","$348,863"
3009740059,"$30,480","$248,400","$278,880",,,,"$278,885","$45,010"
2028690058,"$787,353",,"$787,353",,"$49,200",,"$836,553","$418,283"
2024560070,"$574,294",,"$574,294",,"$83,390",,"$657,684","$355,485"
2024530053,"$818,883",,"$818,883",,,,"$818,883","$415,742"
1004440032,"$45,446","$373,940","$419,386",,"$112,648",,"$532,034","$142,683"
1004440029,,"$435,822",435822,,,,"$435,822","$217,848"
1003990043,"$124,853","$188,117","$312,970",,,,"$312,970","$93,744"
1015440016,,"$1,325,250",1325250,,,,"$1,325,250","$91,981"
1015430008,,"$359,508",359508,,,,"$359,508","$101,282"
1015670007,,"$472,618",472618,,,,"$472,618","$71,110"
1012170113,"$47,186","$276,515","$323,701",,,,"$323,701","$135,232"
1011680001,"$117,736","$250,859","$368,595",,,,"$388,411","$107,416"
1010180054,,"$368,526",368526,,"$195,000",,"$566,478","$184,039"
1004860036,,"$1,319,090",1319090,,"$1,212,669",,"$2,531,759","$1,209,194"
1018440055,"$538,211",,"$538,211",,,"$258,134","$796,430","$517,519"
1018440055,"$538,211",,"$538,211",,,"$258,134","$796,430","$517,519"
1018440055,"$538,211",,"$538,211",,,"$258,134","$796,430","$517,519"
1018440001,"$598,923",,"$598,923",,"$123,335","$76,942","$823,315","$619,163"
1018370027,"$181,008",,"$181,008",,,"$24,361","$205,369","$139,997"
1018360041,"$254,293",,"$254,293",,,"$69,541","$323,864","$307,685"
1018360041,"$254,293",,"$254,293",,,"$69,541","$323,864","$307,685"
1018230010,"$388,681",,"$388,681",,"$84,427",,"$492,368","$461,188"
1016741001,"$440,961","$6,933,044","$7,374,005",,"$37,812",,"$8,296,654","$4,377,899"
1015810049,"$1,203,384","$8,107,074","$9,310,458","$112,543",,,"$9,927,984","$4,547,764"
1015680021,"$490,740","$17,111,717","$17,602,457","$44,663","$11,580",,"$18,719,438","$7,823,167"
1015130070,"$255,603","$3,241,292","$3,496,895","$349,200",,,"$4,013,774","$1,623,311"
1015100020,,"$4,599,627",4599627,,"$569,226",,"$5,439,922","$2,665,498"
1014880001,"$3,939,720","$36,955,606","$40,895,326","$496,853","$160,082",,"$44,524,738","$22,891,700"
1014670021,"$700,584","$22,896,182","$23,596,766","$684,007","$20,700",,"$26,242,852","$11,058,605"
1014490003,"$394,980","$24,853,877","$25,248,857","$636,892","$606,530",,"$28,585,903","$10,763,368"
1013490014,"$36,276","$11,015,986","$11,052,262","$247,832","$14,625",,"$12,305,290","$5,293,364"
1013490049,"$614,292","$27,222,082","$27,836,374","$1,043,943","$2,946,054",,"$34,539,767","$15,685,380"
1013380040,,"$12,075,765",12075765,,"$11,655",,"$12,850,449","$5,856,871"
1011170001,,"$23,458,622",23458622,"$726,000","$5,226,039",,"$31,054,052","$7,935,884"
1011130001,"$212,582","$19,130,024","$19,342,606",,"$171,214",,"$21,156,760","$8,722,717"
1009190014,"$777,121","$23,527,918","$24,305,039","$465,165","$612,321",,"$26,763,521","$8,332,262"
1008260033,,"$191,968",191968,,"$125,872",,,"$119,137"
1007620060,"$389,930","$7,685,309","$8,075,239",,"$2,775",,"$8,838,607","$3,731,116"
1007610043,"$888,351","$21,741,846","$22,630,197",,"$630,467",,"$26,975,558","$9,900,035"
1008860088,"$24,494","$751,407","$775,901",,"$478,394",,"$1,283,364","$248,740"
1008600015,,"$1,823,147",1823147,,"$214,293",,"$2,136,665","$352,185"
1008580014,,"$2,575,399",2575399,,"$699,425",,"$3,419,471","$974,373"
1008240011,,"$23,799,324",23799324,"$9,000","$3,063,499",,"$31,521,374","$9,376,710"
1002470001,"$3,109,706",,"$3,109,706",,"$98,815","$21,283,003","$24,600,801","$5,045,373"
1000081002,,"$5,960,656",5960656,,"$6,000",,"$5,993,487","$2,556,687"
3053600048,"$606,635",,"$606,635",,,"$19,793","$783,892","$388,710"
3050260339,"$573,791",,"$573,791",,,"$24,914","$606,121","$259,162"
3048650001,"$1,382,667",,"$1,382,667",,,"$25,771","$1,408,463","$555,996"
3020190009,"$429,695",,"$429,695",,,"$3,069","$434,407","$133,011"
3013320007,"$679,412",,"$679,412",,,"$7,688","$687,220","$285,702"
3013080052,"$1,165,258",,"$1,165,258",,,"$21,214","$1,198,161","$601,226"
3011850021,"$1,508,470",,"$1,508,470",,,"$5,009","$1,528,661","$517,938"
3011810018,"$997,931",,"$997,931",,,"$4,790","$1,020,119","$603,154"
3011580023,"$600,657",,"$600,657",,,"$11,075","$611,732","$228,589"
1014700021,,"$156,866",156866,,"$106,562",,"$263,428","$160,977"
1014140017,"$518,312","$761,966","$1,280,278",,"$827,396",,"$2,117,614","$429,555"
1013180019,,"$7,904,774",7904774,,"$192,872",,"$8,142,210","$3,477,090"
1010410019,,"$4,479,672",4479672,,"$789,321",,"$5,317,554","$1,994,045"
1009440010,"$459,346","$20,020,868","$20,480,214",,"$49,648",,"$21,956,678","$10,976,883"
1009140036,"$1,650,347","$21,185,816","$22,836,163",,"$3,960,021",,"$29,168,584","$5,631,170"
1013980008,,"$596,938",596938,,,,"$600,898","$206,627"
1013500038,"$46,210","$739,738","$785,948",,,,"$785,948","$505,879"
1013240042,"$229,771","$1,247,795","$1,477,566",,,,"$1,494,990","$476,569"
1005420059,"$9,924","$565,958","$575,882",,,,"$695,882","$304,350"
1005030005,,"$552,425",552425,,"$47,400",,"$599,825","$263,254"
1004680051,"$317,551",,"$317,551",,,,"$318,211","$84,389"
1001740019,,"$164,320",164320,,"$117,671",,"$281,991","$83,721"
4157620008,"$922,359",,"$922,359",,,"$96,636","$1,056,120","$539,094"
3018110019,"$3,451,286",,"$3,451,286",,"$173,687",,"$3,624,973","$1,916,854"
3015320030,"$453,658",,"$453,658",,,"$106,048","$561,575","$314,247"
2030890001,"$461,019",,"$461,019",,,"$136,682","$598,712","$363,549"
2028770290,"$524,173",,"$524,173",,,"$126,299","$667,896","$416,130"
2028390041,"$884,088",,"$884,088",,,"$179,898","$1,063,986","$584,227"
1015550012,"$319,841",,"$319,841",,,,"$319,841","$107,848"
1014690042,"$77,848","$350,461","$428,309",,,,"$428,309","$108,329"
1014680036,"$34,763","$407,678","$442,441",,,,"$442,441","$124,992"
1015240001,"$1,001,477","$4,568,964","$5,570,441",,"$390,600",,"$5,993,936","$2,855,190"
1011290001,"$9,006","$931,955","$940,961",,"$974,210",,"$1,962,027","$343,481"
1011270061,"$195,224","$1,388,173","$1,583,397",,"$1,529,557",,"$3,330,127","$735,399"
1005280077,"$903,761",,"$903,761",,"$522,812",,"$1,433,970","$324,755"
1005280076,,"$926,375",926375,,"$306,919",,"$1,278,703","$320,429"
1005270051,"$588,824",,"$588,824",,"$90,409",,"$680,592","$214,491"
1002000029,"$161,864","$11,907","$173,771",,"$168,181",,"$341,952","$155,735"
1000760024,"$2,403,008",,"$2,403,008",,"$200,294",,"$2,603,302","$919,267"
1021800480,"$952,547","$114,007","$1,066,554",,"$253,004","$173,481","$1,493,039","$698,600"
1021700066,"$704,407","$30,739","$735,146",,"$218,796","$81,256","$1,045,980","$594,623"
1021390578,"$574,643","$66,448","$641,091",,,"$82,434","$723,525","$458,115"
1020990029,"$514,632","$24,165","$538,797",,"$100,122","$342,609","$1,006,478","$826,016"
1020020033,"$438,729",,"$438,729",,"$561,525",,"$1,000,254","$520,896"
1018780052,"$551,959","$413,710","$965,669",,,"$20,170","$985,839","$575,848"
1018390029,"$2,728,011",,"$2,728,011",,,,"$2,728,011","$2,102,718"
1012520005,"$443,343","$2,648,432","$3,091,775",,,,"$3,091,775","$1,447,736"
1012410010,"$168,217",,"$168,217","$416,364",,,"$584,581","$170,286"
1007660055,"$961,045","$550,820","$1,511,865",,,,"$1,511,865","$420,107"
1007660055,"$961,045","$550,820","$1,511,865",,,,"$1,511,865","$420,107"
1007380021,,"$65,831",65831,,,,,"$3,569"
1006330008,"$584,492","$182,550","$767,042",,,,"$767,042","$241,094"
2028780126,"$1,871,493",,"$1,871,493",,,"$61,499","$1,933,492","$854,208"
2028780126,"$1,871,493",,"$1,871,493",,,"$61,499","$1,933,492","$854,208"
2025100087,"$488,643",,"$488,643",,,"$7,677","$496,320","$324,073"
3052070030,"$560,947",,"$560,947",,,"$1,955","$562,902","$244,031"
3014240063,"$1,123,221",,"$1,123,221",,,"$38,411","$1,161,632","$629,733"
3012970006,"$925,386",,"$925,386",,"$143,950","$15,806","$1,172,197","$517,667"
3011730043,"$52,728","$430,181","$482,909",,,,"$482,909","$139,305"
3009750009,,"$365,987",365987,,,,"$365,987","$140,389"
4032550050,"$376,765",,"$376,765",,"$144,802",,"$521,567","$329,428"
4021370027,"$2,509,177","$59,763","$2,568,940","$27,672",,,"$2,711,074","$1,731,729"
4015250047,"$127,783","$2,292,235","$2,420,018",,,,"$2,462,713","$954,573"
4012920069,"$1,010,644",,"$1,010,644",,,,"$1,010,644","$384,431"
4012750061,"$1,069,957",,"$1,069,957",,,,"$1,072,477","$324,986"
4001710061,"$528,461","$16,600","$545,061",,"$121,125",,"$668,748","$356,797"
3067120068,"$485,162",,"$485,162",,,"$26,595","$511,758","$293,466"
3063350001,"$677,243",,"$677,243",,,"$210,720","$915,687","$547,797"
3054710008,"$683,493",,"$683,493",,,,"$683,493","$438,400"
3054360068,"$743,360",,"$743,360",,,,,"$292,084"
3051630048,"$1,135,042",,"$1,135,042",,,"$18,682","$1,216,314","$545,049"
3056350038,"$746,508","$35,130","$781,638",,,"$18,160","$799,798","$378,290"
1018880001,"$1,119,561","$427,278","$1,546,839",,,"$1,005","$1,556,631","$920,075"
1018400003,"$196,212","$507,852","$704,064",,"$219,382",,"$972,969","$366,608"
1015160027,"$829,968","$125,969","$955,937",,"$445,189",,"$1,463,371","$406,899"
1015160026,"$829,968","$125,969","$955,937",,"$445,189",,"$1,463,371","$406,899"
1015160025,"$829,968","$125,969","$955,937",,"$445,189",,"$1,463,371","$406,899"
1013510028,"$852,831","$323,528","$1,176,359",,"$539,920",,"$1,894,923","$467,856"
1013510027,"$852,831","$323,528","$1,176,359",,"$539,920",,"$1,894,923","$467,856"
1013510025,"$852,831","$323,528","$1,176,359",,"$539,920",,"$1,894,923","$467,856"
1013470023,"$57,629","$156,981","$214,610",,"$281,639",,"$523,054","$175,277"
1013100037,"$63,065","$153,442","$216,507",,"$316,848",,"$581,928","$105,766"
1012840152,"$7,297","$27,450","$34,747",,"$519,389",,"$705,902","$119,290"
1012630104,,"$137,445",137445,,"$224,483",,"$361,928","$136,253"
1012160140,"$350,986","$1,325,033","$1,676,019",,,,"$1,707,859","$395,486"
1010460029,"$116,017","$282,642","$398,659",,"$786,592",,"$1,320,808","$223,993"
1010070051,"$352,380","$548,967","$901,347",,"$203,160",,"$1,161,486","$243,810"
1009430059,"$239,839","$25,350","$265,189",,"$252,000",,"$519,415","$131,120"
1009390038,,"$7,270,881",7270881,"$61,393",,,"$7,647,975","$3,372,254"
1007750044,"$16,164,108",,"$16,164,108",,"$3,573,576",,"$20,818,610","$4,903,277"
1007750046,"$16,164,108",,"$16,164,108",,"$3,573,576",,"$20,818,610","$4,903,277"
1007610022,,"$3,204,130",3204130,,"$587,202",,"$3,851,973","$941,689"
1005210013,"$79,744","$970,227","$1,049,971",,,,"$1,040,353","$336,010"
1004070029,"$327,017","$86,101","$413,118",,"$326,226",,"$815,546","$208,151"
1000750001,,"$25,765,377",25765377,,"$1,773,890",,"$28,526,794","$12,050,472"
1000690018,"$29,218,003",,"$29,218,003",,"$1,379,838",,"$31,550,341","$8,753,001"
1000690006,"$8,095,891",,"$8,095,891",,"$1,392,454",,"$9,954,903","$1,938,587"
1000530033,"$2,352,622",,"$2,352,622",,"$9,600",,"$3,082,222","$702,180"
1000111001,,"$221,856",221856,"$175,812",,,"$397,668","$63,682"
2057060001,"$873,849",,"$873,849","$80,654","$284,375","$1,355","$1,277,340","$506,494"
4018450010,"$2,454,250","$109,509","$2,563,759","$223,108",,,"$2,880,596","$1,619,872"
4011650071,"$5,957,673",,"$5,957,673","$41,364","$492,888","$118,285","$7,066,130","$2,275,798"
4011650058,"$5,957,673",,"$5,957,673","$41,364","$492,888","$118,285","$7,066,130","$2,275,798"
4011650045,"$5,957,673",,"$5,957,673","$41,364","$492,888","$118,285","$7,066,130","$2,275,798"
4011650027,"$5,957,673",,"$5,957,673","$41,364","$492,888","$118,285","$7,066,130","$2,275,798"
4011650017,"$5,957,673",,"$5,957,673","$41,364","$492,888","$118,285","$7,066,130","$2,275,798"
4022240028,"$187,200","$1,037,739","$1,224,939","$171,423",,,"$1,406,312","$522,096"
1014100064,"$72,799",,"$72,799","$135,601",,,"$208,827","$622,224"
1008790027,"$931,366",,"$931,366",,"$302,730","$2,924,429","$4,173,119","$3,493,395"
1008220078,,"$49,080",49080,"$9,119","$365,267",,"$423,466","$152,869"
1005720070,,"$400,940",400940,,"$34,500",,"$439,369","$202,116"
1005580048,,"$158,400",158400,,"$114,000",,"$272,400","$119,073"
1000520010,,"$506,128",506128,,"$1,037,774",,"$1,543,902","$219,649"
2024870020,"$1,397,515",,"$1,397,515",,,"$20,281","$1,428,629","$767,611"
2024870010,"$1,408,641",,"$1,408,641",,,,"$1,438,600","$894,903"
1022260029,"$512,812",,"$512,812",,"$89,769","$2,735,286","$3,532,064","$1,634,984"
1022261002,"$512,812",,"$512,812",,"$89,769","$2,735,286","$3,532,064","$1,634,984"
1018260036,"$299,027",,"$299,027",,,"$1,439,721","$1,759,612","$358,865"
1007950001,"$12,864,188",,"$12,864,188",,"$1,024,129","$104,822","$14,732,004","$4,971,691"
1005530021,"$80,157",,"$80,157",,"$159,627",,"$239,784","$412,034"
1004890017,"$206,097","$779,121","$985,218",,"$904,097",,"$2,000,647","$904,712"
1017560049,,"$320,059",320059,,"$160,168",,"$480,227","$136,480"
1017300075,"$3,783,665","$1,755,009","$5,538,674","$139,258",,,"$5,975,580","$2,636,012"
1017300064,"$3,562,507","$1,923,906","$5,486,413","$84,185",,,"$5,891,211","$2,497,778"
1017300045,"$3,627,443","$1,879,584","$5,507,027","$32,608",,,"$5,830,005","$2,583,988"
1017300036,"$3,293,824","$2,178,058","$5,471,882",,,,"$5,700,043","$2,451,779"
1017300025,"$5,419,948",,"$5,419,948","$95,759",,,"$5,888,787","$2,576,008"
1017300009,"$5,382,741",,"$5,382,741","$60,540",,,"$5,741,437","$2,560,429"
1013760021,,"$193,042",193042,"$492,103","$1,485,312",,"$2,591,570","$294,600"
3069980001,"$300,140",,"$300,140",,,"$293,536","$597,155","$705,745"
3032780008,,"$793,122",793122,,"$152,944",,"$946,066","$289,436"
3030490029,"$860,896",,"$860,896",,,,"$894,259","$231,200"
3009690038,,"$298,779",298779,,,,"$298,779","$182,154"
3004520001,"$432,876","$7,396,287","$7,829,163",,,,"$7,864,005","$3,685,942"
3002490026,"$78,084","$122,353","$200,437",,"$404,275",,"$620,331","$105,498"
3002430018,"$19,672","$84,162","$103,834",,"$157,614",,"$314,823","$112,211"
1014530027,,"$22,863,672",22863672,,"$1,320,460",,"$25,437,148","$9,077,567"
1008071006,"$762,977",,"$762,977",,,,"$762,977","$525,924"
1004490001,"$332,354","$553,924","$886,278",,"$276,439",,"$1,162,717","$312,209"
